"type","value","slug","date_created"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:06:24.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:38:00.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:32.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:12:26.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T20:05:11.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:27:04.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:59:31.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:02:36.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:40:17.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:18:22.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:17:27.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:35:22.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T20:27:45.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:06:24.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:12:13.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:07:18.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:26:21.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:26:53.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:32:38.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:16:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T04:53:12.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:36:51.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:50:57.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:10:48.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:25:53.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:10:47.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:35:19.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:36.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:42:44.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:18:10.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:57:22.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T20:07:30.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:56.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:22.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:11:16.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T11:01:58.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:36:58.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:32:00.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:13:36.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T19:24:44.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T21:03:33.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:16:17.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:15:37.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:12:53.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:37:34.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:48.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:53:26.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:17:59.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:21:16.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:24:09.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T11:46:24.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:19:41.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:54:49.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:13:37.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:12:27.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:42:24.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:23:36.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:05:52.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:21.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:25:54.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:21.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T19:40:09.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:56:56.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:20:55.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T21:49:46.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T20:21:01.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:55:46.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:48:42.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:10:51.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:49:49.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:29:48.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:17:59.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T14:42:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:33:23.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T18:30:18.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T23:40:08.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:26:20.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T15:03:49.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:14:19.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:13:40.000Z"
